v1,v2,encoding,v2_clean,v2_encoded
spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,1,1st wk free gr8 tone str8 wk txt nokia 8007 classic nokia tone hit 8007 polys nokia150p poly200p 16 +,"[182, 296, 2, 391, 83, 6198, 296, 16, 89, 369, 6199, 89, 83, 455, 369, 899, 6200, 6201, 116]"
ham,U coming 2 pick me?,0,pick,[62]
ham,Thats cool. i liked your photos. You are very sexy!,0,cool like photo sexy,"[164, 6, 631, 278]"
ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,0,fuckin believe thurs pre book cancel need sacked,"[2037, 376, 2305, 6202, 181, 678, 15, 6203]"
ham,"Haha better late than ever, any way I could swing by?",0,haha late way swing,"[131, 57, 55, 663]"
ham,Ok. But i finish at 6.,0,ok finish 6,"[3, 94, 200]"
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",1,lookatme thank purchase video clip lookatme ve charge 35p think send video mmsto 32323,"[3335, 54, 1316, 234, 6204, 3335, 56, 189, 6205, 14, 5, 234, 6206, 6207]"
ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,0,ve bar store lifethis twat orange dungerees ask want decking punch,"[56, 1275, 628, 6208, 6209, 247, 6210, 31, 7, 6211, 6212]"
ham,So no messages. Had food?,0,message food,"[50, 327]"
ham,Ok going to sleep. Hope i can meet her.,0,ok sleep hope meet,"[3, 71, 36, 35]"
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,0,wat people dearer de happiness dat feel meet de pain feel miss dem,"[48, 121, 2051, 306, 579, 176, 53, 35, 306, 294, 53, 34, 1622]"
ham,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,0,let detail fri find cos tom fri mentionne chinese thank,"[65, 281, 502, 61, 76, 2098, 502, 6213, 1374, 54]"
ham,You're right I have now that I think about it,0,right think,"[59, 14]"
ham,Wat r u doing now?,0,wat,[48]
ham,Is ur lecture over?,0,lecture,[1618]
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,1,sexy sexy cum text wet warm ready porn fun msg free recd msgs 150p inc vat cancel text stop,"[278, 278, 529, 12, 1233, 672, 165, 1735, 223, 60, 2, 1491, 1740, 263, 840, 6214, 678, 12, 20]"
ham,Customer place i will call you,0,customer place,"[100, 95]"
ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,0,plan join company jan 5 onlydon happen,"[107, 204, 414, 1993, 138, 6215, 129]"
ham,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),0,boy love grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli 1 mutai eerulli kodthini grl love kano,"[195, 11, 1741, 6216, 195, 2868, 2090, 6217, 1741, 3336, 195, 2746, 6218, 1741, 3336, 195, 6219, 67, 6220, 6221, 6222, 1741, 11, 2306]"
ham,"Haha I heard that, text me when you're around",0,haha hear text,"[131, 157, 12]"
ham,I.ll get there tomorrow and send it to you,0,ill tomorrow send,"[9, 63, 5]"
ham,\SHIT BABE.. THASA BIT MESSED UP.YEH,0,\shit babe thasa bit mess upyeh,"[198, 68, 6223, 148, 2307, 6224]"
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,0,oh late good night tomorrow iam sleep night night,"[42, 57, 4, 37, 63, 1337, 71, 37, 37]"
ham,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""""",0,\cheer tex mecause werebore yeah okden hunny uin wk satsoundåõs likeyour havin gr8fun updat countinlot loveme xxxxx\,"[595, 6225, 6226, 6227, 66, 6228, 2852, 6229, 296, 6230, 6231, 2073, 6232, 6233, 6234, 2684, 3337]"
ham,"Sorry,  in meeting I'll call you later",0,sorry meet ill later,"[21, 35, 9, 28]"
ham,Yo! Howz u? girls never rang after india. L,0,yo howz girl ring india,"[180, 1181, 125, 347, 667]"
ham,Yeah but which is worse for i,0,yeah bad,"[66, 173]"
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,1,hard live 121 chat 60pmin choose girl connect live 09094646899 cheap chat uks big live service vu bcm1896wc1n3xx,"[411, 114, 2153, 102, 1679, 363, 125, 1397, 114, 3024, 505, 102, 698, 151, 114, 75, 3025, 3026]"
ham,I tagged MY friends that you seemed to count as YOUR friends.,0,tag friend count friend,"[3068, 52, 2308, 52]"
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,1,hear u4 rude chat private line 01223585334 cum wan 2c pic gettin shag text pix 8552 2end send stop 8552 sam xxx,"[157, 2226, 1545, 102, 389, 142, 3154, 529, 110, 3155, 222, 733, 1870, 12, 1044, 1715, 3156, 5, 20, 1715, 1253, 224]"
ham,Ok...,0,ok,[3]
ham,Long time. You remember me today.,0,long time remember today,"[127, 10, 216, 24]"
ham,Havent shopping now lor i juz arrive only,0,shop lor juz arrive,"[185, 18, 298, 909]"
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,0,thank work cause feel,"[54, 30, 357, 53]"
ham,Are you up for the challenge? I know i am :),0,challenge,[2309]
ham,How much did ur hdd casing cost.,0,hdd case cost,"[6235, 495, 170]"
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,0,mystery solve open email send batch sweetie,"[2711, 1222, 410, 385, 5, 2981, 2892]"
ham,I can't describe how lucky you are that I'm actually awake by noon,0,describe lucky actually awake noon,"[6236, 430, 237, 1001, 794]"
spam,This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,1,2nd time try contact win å£1450 prize claim 09053750005 b4 310303 tcsstop sm 08718725756 140ppm,"[249, 10, 41, 80, 22, 1922, 58, 38, 6237, 536, 6238, 1923, 190, 6239, 6240]"
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",0,today sorry day angry misbehave hurt plz plz slap urself bcoz fault basically good,"[24, 21, 8, 416, 2499, 229, 304, 304, 1871, 779, 705, 1101, 1271, 4]"
ham,Cheers for the card ... Is it that time of year already?,0,cheer card time year,"[595, 419, 10, 79]"
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",1,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870k,"[335, 114, 679, 1188, 1026, 69, 737, 488, 233, 208, 1027, 1028, 1029, 1030, 2896]"
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",0,people msg think iam addict msge wrong bcoz don\ iam addict sweet friend bslvyl,"[121, 60, 14, 1337, 1605, 2026, 538, 705, 586, 1337, 1605, 202, 52, 562]"
ham,Ugh hopefully the asus ppl dont randomly do a reformat.,0,ugh hopefully asus ppl randomly reformat,"[629, 1237, 6241, 1509, 2310, 6242]"
ham,"Haven't seen my facebook, huh? Lol!",0,facebook huh lol,"[873, 382, 81]"
ham,"Mah b, I'll pick it up tomorrow",0,mah ill pick tomorrow,"[550, 9, 62, 63]"
ham,Still otside le..u come 2morrow maga..,0,otside leu 2morrow maga,"[3338, 6243, 2005, 2268]"
ham,Do u still have plumbers tape and a wrench we could borrow?,0,plumber tape wrench borrow,"[6244, 2311, 6245, 2681]"
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",1,dear voucher holder claim week offer pc httpwwwetlpcoukreward tsc apply,"[46, 186, 1142, 38, 27, 135, 889, 6246, 506, 214]"
ham,It vl bcum more difficult..,0,vl bcum difficult,"[1025, 1257, 639]"
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,1,bahama callfreefone 08081560665 speak live operator claim bahamas cruise ofå£2000 cash 18+only opt txt 07786200117,"[3033, 3034, 3035, 146, 114, 485, 38, 3036, 2156, 3037, 78, 130, 1376, 535, 16, 3038]"
ham,Havent still waitin as usual... ÌÏ come back sch oredi?,0,waitin usual ìï sch oredi,"[1510, 958, 117, 349, 493]"
ham,In meeting da. I will call you,0,meet da,"[35, 32]"
ham,K k :-):-) then watch some films.,0,watch film,"[88, 588]"
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,0,cinema plus drink appeal tomo fr thriller director like mac 830,"[835, 308, 336, 6247, 429, 558, 6248, 3224, 6, 2018, 3339]"
ham,There the size of elephant tablets & u shove um up ur ass!!,0,size elephant tablet shove um ass,"[3340, 6249, 1659, 2264, 6250, 571]"
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",0,people special sight remain special till sight maintain till life end cr da,"[121, 156, 1037, 1038, 156, 310, 1037, 1677, 310, 72, 92, 6251, 32]"
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0,parent kidz friend colleague scream surprise wait sofa naked,"[440, 1711, 52, 820, 572, 587, 43, 917, 956]"
ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair. ,0,dunno juz askin cos card 20 % salon hair sense tot da ì _ cut hair,"[246, 298, 1120, 76, 419, 1000, 3318, 311, 959, 364, 32, 33, 453, 311]"
ham,Good morning pookie pie! Lol hope I didn't wake u up,0,good morning pookie pie lol hope wake,"[4, 73, 6252, 1559, 81, 36, 159]"
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,0,maybe wake fuck 3 problem,"[243, 159, 212, 77, 167]"
ham,Happy birthday to you....dear.with lots of love.rakhesh NRI,0,happy birthday youdearwith lot loverakhesh nri,"[49, 192, 6253, 122, 6254, 6255]"
ham,Howz that persons story,0,howz person story,"[1181, 137, 361]"
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",1,2nd time try contact win 750 pound prize claim easy 08712101358 10p min btnationalrate,"[249, 10, 41, 80, 22, 417, 261, 58, 38, 197, 3341, 519, 69, 911]"
ham,X2  &lt;#&gt; . Are you going to get that,0,x2,[6256]
ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning,0,hi neva worry bout da truth coz truth lead heart itåõs unique person like deserve sleep tight morning,"[29, 422, 230, 525, 32, 676, 394, 676, 1135, 152, 3342, 1811, 137, 6, 6257, 71, 3343, 73]"
spam,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub,1,award city break win å£200 summer shopping spree wk txt store 88039skilgmetscs087147403231winawkage16+å£150perwksub,"[91, 1580, 332, 22, 770, 732, 578, 989, 296, 16, 628, 6258, 1987]"
ham,Is ur paper today in e morn or aft?,0,paper today morn aft,"[582, 24, 2072, 387]"
ham,I will lick up every drop :) are you ready to use your mouth as well?,0,lick drop ready use mouth,"[1277, 320, 165, 143, 2428]"
ham,And you! Will expect you whenever you text! Hope all goes well tomo ,0,expect text hope tomo,"[659, 12, 36, 429]"
ham,Great. P diddy is my neighbor and comes for toothpaste every morning,0,great diddy neighbor toothpaste morning,"[40, 6259, 2820, 6260, 73]"
ham,"I av a new number,  . Wil u only use this one,ta.",0,av new number wil use oneta,"[3344, 26, 51, 415, 143, 6261]"
ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,0,poke man everyday teach canada abi hi,"[6262, 112, 3345, 611, 2877, 1739, 29]"
ham,7 lor... Change 2 suntec... Wat time u coming?,0,7 lor change suntec wat time,"[239, 18, 218, 2092, 48, 10]"
ham,No de.am seeing in online shop so that i asked.,0,deam seeing online shop ask,"[6263, 6264, 352, 185, 31]"
ham,Just curious because my cuz asked what I was up to,0,curious cuz ask,"[3346, 938, 31]"
ham,Nice.nice.how is it working?,0,nicenicehow work,"[3295, 30]"
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,0,okay lor wah like def let haha term condition,"[288, 18, 1459, 6, 1503, 65, 131, 530, 1129]"
ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,0,haha yup hopefully lose kg mon hip hop orchard weigh,"[131, 155, 1237, 166, 3217, 915, 1697, 947, 655, 1994]"
ham,She's good. How are you. Where r u working now,0,good work,"[4, 30]"
ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",0,oh yes ve little weather ve kind coccoone home,"[42, 64, 56, 252, 994, 56, 470, 6265, 17]"
ham,At home also.,0,home,[17]
ham,This phone has the weirdest auto correct.,0,phone weird auto correct,"[25, 1145, 2312, 599]"
ham,Oops my phone died and I didn't even know. Yeah I like it better.,0,oop phone die yeah like,"[830, 25, 393, 66, 6]"
ham,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,0,mus ask 1st wat meet lunch den meet lor wan ask da ge 1st confirm asap,"[6266, 31, 182, 48, 35, 144, 238, 35, 18, 110, 31, 32, 710, 182, 543, 736]"
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",0,mind bedroom minute ok se sexy mood 5 minut latr wid caken wife,"[169, 1002, 123, 3, 913, 278, 916, 138, 1413, 1414, 362, 1415, 351]"
ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",0,oh yeahand hav great time newquaysend postcard 1 look girl goneu 1im talkin boutxx,"[42, 6267, 290, 40, 10, 6268, 3347, 67, 84, 125, 6269, 6270, 6271, 6272]"
ham,We got a divorce. Lol. She.s here,0,divorce lol,"[2392, 81]"
ham,What's ur pin?,0,pin,[1131]
ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",0,babe money pick bread milk ill home,"[68, 105, 62, 3348, 1949, 9, 17]"
ham,I want snow. It's just freezing and windy.,0,want snow freezing windy,"[7, 534, 2979, 6273]"
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,1,urgent try contact todays draw win å£2000 prize guarantee 09066358361 land line claim y87 valid 12hr,"[93, 41, 80, 374, 149, 22, 244, 58, 126, 6274, 397, 142, 38, 6275, 321, 848]"
ham,Come to mahal bus stop.. &lt;DECIMAL&gt;,0,mahal bus stop ltdecimalgt,"[3349, 242, 20, 330]"
ham,Don know:)this week i'm going to tirunelvai da.,0,don knowthis week tirunelvai da,"[586, 6276, 27, 6277, 32]"
ham,Me too baby! I promise to treat you well! I bet you will take good care of me...,0,baby promise treat bet good care,"[235, 541, 386, 1565, 4, 82]"
ham,Its like that hotel dusk game i think. You solve puzzles in a area thing,0,like hotel dusk game think solve puzzle area thing,"[6, 791, 6278, 236, 14, 1222, 6279, 580, 39]"
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",1,thank ringtone order reference number x29 mobile charge 450 tone arrive customer service 09065989180,"[54, 226, 300, 781, 51, 6280, 23, 189, 2313, 83, 909, 100, 75, 6281]"
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",0,hi love day fuck morning wake drop cell way stair alright phew miss,"[29, 11, 8, 212, 73, 159, 320, 1023, 55, 6282, 323, 6283, 34]"
ham,Well that must be a pain to catch,0,pain catch,"[294, 448]"
ham,Sorry da thangam.it's my mistake.,0,sorry da thangamit mistake,"[21, 32, 6284, 782]"
